Name 	Vol. 	Place 	Date 	Reference 	Relationships 	Update 	Id
Θεόφιλος 	Other	Seleukeia	-186--186	IGLS_III_2 1183A, 1, 29; (WellesRC 45)		2018-03-20 	
Θεόφιλος 	V6	Seleukeia	-187--185	SEG XXXV 1521B, 11; (IGLS_III_2 1184)		2018-03-20 	
Θεόφιλος 	V6	Neapolis-Nablus-	P2-3A	SEG LV 1709		2018-03-27 	
Θεόφιλος 	V6	Marisa	hellenistic	SEG LX 1742.1		2018-04-03 	
Θεοφύλακτος 	V6	Edessa	P3A	Old_Syriac_Inscriptions As10; 		2018-03-14 	
Θεοφύλακτος 	V6	Edessa	P3A	Old_Syriac_Inscriptions As10; 		2018-03-14 	
Θεοφύλακτος 	V6	Jerusalem	500-600	CIIP_I.2 791; 		2018-03-14 	
Θεοφύλακτος 	V6	Jerusalem	PF7A	SEG LX 1722, 3		2018-04-03 	
Θεοχάριστος 	V6	Kaisareia	500-700	CIIP_II 1768; 		2018-03-14 	
Θεσλεμη 	V6	Adraa	imperial	IGLS_XIV_1 97, 1	child of Αναμος	2018-03-14 	
Θεσος 	V6	Nessana--	byzantine	Nessana I p. 147 no. 30j, 2		2018-03-14 	
Θεσπέσις 	V6	Al ‘Anz	369-370	MSM II 107; 	sibling of Πρωτογένεια	2018-03-14 	
Θεσσαλός 	V6	Wādī Umm Sadayrah	imperial	ZPE 7 (1971) p. 151 no. 1; 		2018-03-14 	
Θετας 	V6	Bostra	imperial	IGLS_XIII_1 9420; 	other relative of Ναρεος	2018-03-14 	
Θέτεκνος 	V6	Doura-Europos	P2-3A	TEAD 9 (3) p. 118 no. 976, 1		2018-03-14 	
Θετταλίων 	V6	Sidon	345-345	DS xvi 43		2018-03-14 	
Θευδᾶς 	V6	Laodikeia,Miletos	PS3B	Milet VI (2) 796; 		2018-03-14 	
Θευδᾶς 	V6	Rachla-Zenopolis	imperial	IGLS_XI 27, 6; 		2018-03-14 	
Θευδίων 	V6	Jerusalem	-100-100	CIIP_I.1 209; 		2018-03-14 	
Θευδώρα 	V6	Sidon	imperial	Renan_Phénicie p. 384 no. 1; 		2018-03-14 	
Θευμνᾶς 	V6	Jerusalem	-100-100	CIIP_I.1 213; 	other relative of Θεμνᾶς	2018-03-14 	
Θέων 	V6	Gaza	P5_6A	PLRE II (5)		2018-03-14 	
Θέων 	V6	Dora,Philadelpheia-Kôm el Kharâba el Kebîr-	-148-	PStrassb 115; Lada E376	child of Θέων	2018-03-14 	
Θέων 	V6	Dora,Philadelpheia-Kôm el Kharâba el Kebîr-	P2B	PStrassb 115; Lada E376		2018-03-14 	
Θέων 	V6	Sidon	PM4A	Suda Θ 208; RE (7)	child of Γυμνάσιος	2018-03-14 	
Θέων 	V6	Antioch	hellenistic	Suda Θ 204; RE (12); DPhA T 89		2018-03-14 	
Θέων 	V6	Emesa	PF2A	IGLS_V 2326, 6		2018-03-14 	
Θέων 	V6	Dayr Sim‘ān	byzantine	AAES_IV_B 30; 		2018-03-14 	
Θέων 	V6	Gerasa	69-70	IGerasa 5, 3; ; IGerasa 6, 5	child of Δημήτριος	2018-03-14 	
Θέων 	V6	Antiocheia,Rhodes	P1B	SGDI 4108; 		2018-03-14 	
Θέων 	V6	Petra	537-539	PPetra I 1, 10, 89, 96; PPetra III 18, 86		2018-03-14 	
Θέων 	V6	Gerasa	PM2A	SEG XXXIX 1649, 1	child of Ἡλιόδωρος	2018-03-14 	
Θεωνᾶς 	V6	Charakmoba	byzantine	IMoab 90; 		2018-03-14 	
Θεωνᾶς 	V6	Dibon	byzantine	Studies_Winnett p. 30 no. 1; 		2018-03-14 	
Θεωνᾶς 	test	Dibon	311-999	IGLS_XXI_2 180; 		2018-03-14 	
Θεωνῆς 	V6	Wādī Ḥajjāj	byzantine	IWadi_Haggag 86; (SEG XXVI 1662)		2018-03-14 	
Θέωρος 	V6	Jerusalem	-100-100	CIIP_I.1 484; 		2018-03-14 	
Θέωρος 	V6	Sidon	P3-4A	IMnBeyrouth 165, 1; Syria 1 (1920) p. 225 no. 2, 1	spouse of Αλαφαθα	2018-03-14 	
Θέωρος 	V6	Sidon	imperial	IMnBeyrouth 234, 1; 		2018-03-14 	
Θηαθη 	V6	Zoara	355-370	IPalTertia_Ia 29; 	child of Ῥοῦφος	2018-03-14 	
Θηδεσαει 	V6	Tyre	imperial	MUSJ 27 (1947-1948) pp. 10-13 no. 3, 6; MUSJ 31 (1954) pp. 1-12		2018-03-14 	
Θημαρσας 	V6	Doura-Europos	imperial	TEAD 6 p. 489 no. 821		2018-03-14 	
Θημαρσας 	V6	Doura-Europos	P2A	SEG VII 469, 5		2018-03-14 	
Θημαρσας 	V6	Doura-Europos	P3A	SEG VII 519, 1		2018-03-14 	
Θημαρσας 	V6	Doura-Europos	imperial	SEG VII 555, 1	child of Νιαχος	2018-03-14 	
Θημουρεισας 	V6	Zoara	389-389	IPalTertia_Ia 60; 		2018-03-14 	
Θηραμένης 	V6	Antioch,Tanagra	-192--192	IG VII 518; FestschrLauffer p. 590	child of Δημήτριος	2018-03-14 	
Θῆρις 	V6	Antioch	-169--169	Plb xxviii 20. 12; RE Supplbd. 14 (-); GraingerSPG p. 120		2018-03-14 	
Θήρων 	V6	Tyre	P2_1B	HE 4404; 4414; 4504; 4508; 4511-12		2018-03-14 	
Θήρων 	V6	Tyre,	-99-99	SEMA 1449; FRA 7197		2018-03-14 	
Θήρων 	V6	Sidon	P3B	Milet I (3) 180 B; 		2018-03-14 	
Θήρων 	V6	Tyre,Kos	P4_3B	IG XII (4) 15; 	child of Βουδαστρατος	2018-03-14 	
Θήρων 	V6	Skythopolis-Beit She'an	-117--116	SEG LII 1683		2018-03-23 	
Θησαυρᾶς 	V6	Sidon	imperial	IMnBeyrouth 235, 1; 		2018-03-14 	
Θηχανναια 	Other	Doura-Europos	87-87	PDura 18 recto 7, 25		2018-03-14 	
Θια 	V6	Emesa	byzantine	SEG XLIX 2001, 3		2018-03-14 	
Θιαιμος 	V6	Ṣabḥa	100-600	IGLS_XXI_5 627; 	child of Ινος	2018-03-14 	
Θιεμος 	V6	‘Awās	100-600	Dussaud_Macler_Voyage p. 167 no. 34; 		2018-03-14 	
Θιεμος 	V6	Umm al Jimāl	100-600	IGLS_XXI_5 225; 		2018-03-14 	
Θιεμος 	V6	Malaḥ	372-373	AAES_III_A 689, 5; AAES_III_A 696, 5		2018-04-12 	
Θιεμος 	V6	‘Awās	387-388	ISyrie 2046, 3; (AAES_III_A 693)	=? Θιεμος	2018-04-12 	
Θιεμος 	V6	‘Awās	330-331	AAES_III_A 701, 3	child of Ασμαθος	2018-04-12 	
Θικιμη 	V6	Doura-Europos	250-256	TEAD 9 (1) p. 212 no. 940 I ii 8		2018-03-14 	
Θικιμη 	V6	Doura-Europos	250-256	TEAD 9 (1) p. 212 no. 940 I ii 16		2018-03-14 	
Θικιμη 	V6	Emesa,Intercisa-Dunaújváros	PF3A	RIU 1194; (Lörincz 340)	spouse of Μόνιμος	2018-03-20 	
Θικιμις 	V6	Karrhai-	P3A	RIU 1073, 10	other relative of Βαρσεμις	2018-03-14 	
Θιμααος 	V6	Doura-Europos	P3A	PDura 49 recto 1		2018-03-14 	
Θινος 	V6	Lydda	imperial	SEG XX 468, 3		2018-03-14 	
Θινω 	V6	Besara-Beth She‘arim	200-400	IBeth_Shearim 130; 	spouse of Ιακω	2018-03-14 	
Θιξης 	test	Palmyra-Tadmur	75-125	IGLS_XVII.1 256; 		2018-03-14 	
Θιόφιλος 	V6	Ṣabḥa	-31-310	IGLS_XXI_5 628; 	child of Αβιβος	2018-03-14 	
Θιόφιλος 	V6	Adraa	imperial	IGLS_XIII_2 9754; 		2018-03-14 	
Θμαλαθος 	V6	Sachama	PF2A	IGLS_V 2571, 6		2018-03-14 	
Θμαλλατος 	V6	Emesa	PF1A	IGLS_V 2213, 6		2018-03-14 	
Θνεαη 	V6	Bostra	P6A	SEG XXXIII 1303		2018-03-14 	
Θοαη 	V6	Zoara	333-349	IPalTertia_Ia 11; 	child of Προσδόκιος	2018-03-14 	
Θοαιει 	V6	Zoara	359-387	IPalTertia_Ia 56; (SEG VIII 335)	child of Ἄλφιος	2018-03-14 	
Θοαλει 	V6	Neeila	imperial	IGLS_XIV.2 467, 1	child of Φαλλαιος	2018-03-14 	
Θόας 	V6	Qayṣamā	275-276	SEG VII 1202	child of Δόμνος	2018-03-14 	
Θόας 	V6	Seleukeia	-187--185	SEG XXXV 1521B, 25; (IGLS_III_2 1184)	child of Πυθοκλῆς	2018-03-20 	
Θοαυη 	V6	Ṣabḥa	100-600	IGLS_XXI_5 654; 		2018-03-14 	
Θοεαρη 	V6	Eutimia-al-Ḥārrah	imperial	IGLS_XIV.2 497, 1	child of Ναεμος	2018-03-14 	
Θοηγος 	V6	Charakmoba	byzantine	IMoab 97; 		2018-03-14 	
Θοκαναιος 	V6	Doura-Europos	108-108	TEAD 5 p. 194 no. 542, 1	child of Ναβουβαρακος	2018-03-14 	
Θοκειμην 	V6	Samoulis-Simlīn	imperial	IGLS_XIV.2 475, 1	child of Μαλειχαθος	2018-03-14 	
Θοκιμη 	V6	Umm al Jimāl	100-600	IGLS_XXI_5 589; 	child of Ἡρακλᾶς	2018-03-14 	
Θοκιμης 	V6	Nessana--	555-555	Nessana I p. 181 no. 115, 2	child of Σαδος	2018-03-14 	
Θοκνη 	V6	Bostra	imperial	IGLS_XIII_2 9532; 	child of Εὔνομος	2018-03-14 	
Θολεμος 	V6	Rachla-Zenopolis	60-60	IGLS_XI 20, 4; 	child of Κηδαμος?	2018-03-14 	
Θολομ 	V6	Qal‘at Faqra	43-44	SEG XLIX 2009, 1	child of Ραββομος	2018-03-14 	
Θολομαῖος 	V6	Byblos	P3-4A	MUSJ 26 (1944-1946) p. 58 no. 10, 1		2018-03-14 	
Θολομαῖος 	V6	Berytos	PS1A	AEp 1903, no. 259		2018-03-14 	
Θολομαῖος 	V6	Pella-Apameia	imperial	IGLS_IV 1365, 1	child of Ἁρπαστός	2018-03-14 	
Θομα Νηησταβος 	V6	Adraa	imperial	IGLS_XIV_1 98a		2018-03-14 	
Θομαδη 	V6	Ibṭa‘	imperial	IGLS_XIV_1 378, 2	child of Νεῖλος	2018-03-14 	
Θομαδη 	V6	Umm al Jimāl	imperial	IGLS_XXI_5 309; 	child of Κάδμος	2018-03-14 	
Θομαιραιθη 	V6	Ḥibrān	180-180	IMSoueida 193, 2; &SEG XLVI 2070	spouse of Ἀλέξανδρος	2018-03-14 	
Θομαλλαχις 	test	Palmyra-Tadmur	182-182	IGLS_XVII.1 312; 	child of Αδδουδανος	2018-03-14 	
Θομεραθη 	V6	Umm as Surab	100-600	IGLS_XXI_5 84; 	child of Σοραιμος	2018-03-14 	
Θομεραθη 	V6	Birtha	imperial	IGLS_XV_2 482; 		2018-03-14 	
Θομεραθη 	V6	Adraa	imperial	IGLS_XIII_2 9755; 	child of Βάσσος	2018-03-14 	
Θομσαχη 	V6	Al Hayāt	imperial	AAES_III 364c; 	spouse of Αβιβος	2018-03-14 	
Θομσαχη 	V6	Bostra	imperial	IGLS_XIII_2 9684; 	child of Αναμος	2018-03-14 	
Θοσσαρος 	V6	Samā as Sirḥān	100-600	IGLS_XXI_5 23; 		2018-03-14 	
Θοσφη 	V6	Gerasa	imperial	SEG XXXII 1540	child of Ζοβαιδος	2018-03-14 	
Θουαεμη 	V6	Mashara	P2A	SEG XXVIII 1351; &SEG LX 1671, 1		2018-03-14 	
Θουεδαρας 	V6	Zoara	439-489	IPalTertia_Ia 245; 	child of Οβοδας	2018-03-14 	
Θουθαηλ 	V6	Edessa	98-117	Synaxarium col. 18		2018-03-14 	
Θουθας 	V6	Palmyra-Tadmur	200-400	IBeth_Shearim 75; ; IBeth_Shearim 76		2018-03-14 	
Θουμυς 	V6	Doura-Europos	imperial	SEG VII 467, 4		2018-03-14 	
Θοφεση 	V6	Ṣalkhad	P2-4A	SEG LVI 1932		2018-03-30 	
Θοψη 	V6	Umm al Jimāl	100-600	IGLS_XXI_5 310; 		2018-03-14 	
Θοψη 	V6	Zoara	375-395	IPalTertia_Ia 73; 	child of Ελλιος	2018-03-14 	
Θοψη 	V6	Zoara	349-434	IPalTertia_Ia 141; 	child of Ασλομος	2018-03-14 	
Θρακίδας 	V6	Dion	imperial	IGLS_XIV_1 297, 2		2018-03-14 	
Θρασέας 	V6	Antioch,Delos	P2B	ID 1549		2018-03-14 	
Θρασέας 	V6	Gerasa	223-230	IGerasa 68; SEG LIV 1690		2018-03-27 	
Θρασύβουλος 	V6	Gasima	imperial	IGLS_XIV.2 454, 1		2018-03-14 	
Θρασύλαος 	V6	Gadara,Athens	imperial	IG II<2> 8448a; FRA 1417		2018-03-14 	
Θρεορις 	V6	Wādī Ḥajjāj	byzantine	IWadi_Haggag 201; 		2018-03-14 	
Θρεπτίων 	V6	Sidon	147-147	Renan_Phénicie p. 397 no. 1, 1; 	child of Νίκων	2018-03-14 	
Θρέπτος 	V6	Syria	P4_5A	SEG LV 1698 with comm.		2018-03-14 	
Θρέπτος 	V6	Petra	-100-100	BES 1967, no. 75 (2); 		2018-03-14 	
Θυμαλη 	V6	Doura-Europos	194-194	TEAD 6 p. 170 no. 688		2018-03-14 	
Θυμέλη 	V6	Sidon,	hellenistic	SEMA 1428; FRA 6694	child of Διόφαντος	2018-03-14 	
Θυμη 	V6	Palmyra-Tadmur	200-400	IBeth_Shearim 11; ; IBeth_Shearim 12; Beth_Shearim_I p. 198 no. 12	other relative of Αμασης	2018-03-14 	
Θυμος 	V6	Kafr--	P2A	SEG L 1522 + app.cr.	child of Κάσσιος	2018-03-21 	
Θωαμος 	V6	Nessana--	548-548	PNess 19 recto 2, 4		2018-03-14 	
Θωαμος 	V6	Nessana--	569-569	PNess 24, 3, 6-7	child of Αουιδας	2018-03-14 	
Θωαμος 	V6	Nessana--	PS6A	PNess 37, 40	child of Βίκτωρ	2018-03-14 	
Θωαμος 	V6	Nessana--	PS6A	PNess 37, 44	child of Αββος	2018-03-14 	
Θωαμος 	V6	Nessana--	P6A	PNess 143, 2, 4		2018-03-14 	
Θωαμος 	V6	Nessana--	byzantine	Nessana I p. 148 no. 31, 4		2018-03-14 	
Θωαμος 	V6	Nessana--	464-464	Nessana I p. 150 no. 35, 2		2018-03-14 	
Θωαμος 	V6	Berosaba-Beersheba	588-589	SEG XXXVI 1327, 3		2018-03-14 	
Θωμαΐς 	V6	Antiocheia-Nisibis-Nusaybin	304-304	Synaxarium cols. 769-72		2018-03-14 	
Θωμαλλας 	V6	Kastron Zadakathon-Ṣadaqa	578-578	PPetra IV 39, 511, 521		2018-03-14 	
Θωμᾶς 	V6	Androna-Andarna	558-559	IGLS_IV 1682, 3, 12, 15; IGLS_IV 1685c, 1; (Steinepigramme 4 pp. 297-8 no. 20/22/01); SEG LIII 1787 comm.		2018-03-14 	
Θωμᾶς 	V6	Androna-Andarna	PF6A	IGLS_IV 1709	child of Ἰωσήφ	2018-03-14 	
Θωμᾶς 	V6	Pella-Apameia	562-563	IGLS_IV 1726, 1	=? Θωμᾶς	2018-03-14 	
Θωμᾶς 	V6	Pella-Apameia	byzantine	IGLS_IV 1764		2018-03-14 	
Θωμᾶς 	V6	Pella-Apameia	539-540	IGLS_IV 1789 a, 3; IGLS_IV 1791		2018-03-14 	
Θωμᾶς 	V6	Pella-Apameia	byzantine	IGLS_IV 1833		2018-03-14 	
Θωμᾶς 	V6	Amathe/Epiphaneia	579-580	IGLS_IV 1860		2018-03-14 	
Θωμᾶς 	V6	Amathe/Epiphaneia	byzantine	IGLS_IV 1886		2018-03-14 	
Θωμᾶς 	V6	Amathe/Epiphaneia	byzantine	IGLS_IV 1954		2018-03-14 	
Θωμᾶς 	V6	Amathe/Epiphaneia	byzantine	IGLS_IV 1960		2018-03-14 	
Θωμᾶς 	V6	Ḥawartā	483-484	SEG XXIX 1590, 1; SEG XXXVII 1416		2018-03-14 	
Θωμᾶς 	V6	Ḥawartā	PS5A	SEG XXIX 1592, 2		2018-03-14 	
Θωμᾶς 	V6	Ḥawartā	PS5A	SEG XXIX 1592, 4		2018-03-14 	
Θωμᾶς 	V6	Ḥawartā	PS5A	SEG XXIX 1592, 5		2018-03-14 	
Θωμᾶς 	V6	Pella-Apameia	540-540	SEG XLVI 1775, 1; SEG LVI 1860		2018-03-14 	
Θωμᾶς 	V6	Gaza	PS5A	PLRE II (4)		2018-03-14 	
Θωμᾶς 	V6	Choziba	P6-7A	RQ 39 (1931) p. 320 no. 59		2018-03-14 	
Θωμᾶς 	V6	Choziba	P6-7A	RQ 39 (1931) p. 324 no. 123		2018-03-14 	
Θωμᾶς 	V6	Choziba	P6-7A	RQ 39 (1931) p. 327 no. 179		2018-03-14 	
Θωμᾶς 	V6	Tall Huwayd	568-568	SEG XL 1760, 3; (SEG LXIII 1507)		2018-03-14 	
Θωμᾶς 	V6	Tall Huwayd	byzantine	SEG XL 1761	child of Λεόντιος	2018-03-14 	
Θωμᾶς 	V6	Oumm Harteine	500-500	SEG XL 1770, 7		2018-03-14 	
Θωμᾶς 	V6	Armenia	PF6A	PLRE III (2)		2018-03-14 	
Θωμᾶς 	V6	Neapolis-Sheikh Meskīn	byzantine	IGLS_XIV.2 410		2018-03-14 	
Θωμᾶς 	V6	Armenia	500-560	PLRE III (17)	spouse of Μαρία	2018-03-14 	
Θωμᾶς 	V6	Amida-Ad Tygrem-	500-538	PLRE III (1)		2018-03-14 	
Θωμᾶς 	V6	Edessa	PM6A	PLRE III (19)		2018-03-14 	
Θωμᾶς 	V6	Antioch	PS6A	PLRE III (21)		2018-03-14 	
Θωμᾶς 	V6	Pella-Apameia	PF6A	DCB (9)		2018-03-14 	
Θωμᾶς 	V6	Mitabin-Mutbīn	byzantine	IGLS_XIV.2 592	child of Σαβῖνος	2018-03-14 	
Θωμᾶς 	V6	Elousa	607-607	SEG XLV 1975, 1; ; (CBCMPIPT 251)		2018-03-14 	
Θωμᾶς 	V6	Paneas-Kaisareia-Banias-	534-534	(Gregg-Urman_Golan 174, 1); IGLS_XI p. 24; SEG XLVI 1969		2018-03-14 	
Θωμᾶς 	V6	Antioch,Korasion	P5-6A	MAMA III 138		2018-03-14 	
Θωμᾶς 	V6	Sidon	490-490	SEG LII 1594, 3		2018-03-14 	
Θωμᾶς 	V6	Edessa,Nisibis--	500-544	DCB (8)		2018-03-14 	
Θωμᾶς 	V6	Pella-Apameia	P5_6A	CyrS +V. +Euthym. 48		2018-03-14 	
Θωμᾶς 	V6	Kaperkoraon	P6-7A	IGLS_V 2027 a; IGLS_V 2040; (Mango_Treasures 2; 19)	child of Θεόφιλος	2018-03-14 	
Θωμᾶς 	V6	Kaperkoraon	P6-7A	IGLS_V 2033 a; IGLS_V 2034 i b; IGLS_V 2034 ii b; (Mango_Treasures 11-12; 14)	child of Μαξιμῖνος	2018-03-14 	
Θωμᾶς 	V6	Kaperkoraon	P6-7A	IGLS_V 2038, 9; (Mango_Treasures 9)	child of Ἰσάκιος	2018-03-14 	
Θωμᾶς 	V6	Kaperkoraon	P6-7A	Mango_Treasures 27	=? Θωμᾶς	2018-03-14 	
Θωμᾶς 	V6	Arethousa	byzantine	IGLS_V 2128		2018-03-14 	
Θωμᾶς 	V6	Arethousa	byzantine	IGLS_V 2143 b		2018-03-14 	
Θωμᾶς 	V6	Arethousa	529-529	IGLS_V 2144		2018-03-14 	
Θωμᾶς 	V6	Raphaneai	imperial	IGLS_IV 1396bis, 5	child of Θωμᾶς	2018-03-14 	
Θωμᾶς 	V6	Jerusalem	500-700	CIIP_I.2 811; 		2018-03-14 	
Θωμᾶς 	V6	Kaisareia	byzantine	CIIP_II 1565; (SEG LXI 1426)		2018-04-05 	
Θωμᾶς 	V6	Gaza	500-700	CIIP_III 2475; 		2018-03-14 	
Θωμᾶς 	V6	Al Arba‘īn	byzantine	Euting_Sinaitische Taf. 4 no. 54; 		2018-03-14 	
Θωμᾶς 	V6	Wādī Ḥajjāj	byzantine	IWadi_Haggag 94; 	child of Νικηφόρος	2018-03-14 	
Θωμᾶς 	V6	Samā as Sirḥān	byzantine	IGLS_XXI_5 18; 		2018-03-14 	
Θωμᾶς 	V6	Adraa	538-539	IGLS_XIII_2 9713; 		2018-03-14 	
Θωμᾶς 	V6	Emmaus-Nikopolis-	byzantine	CBCMPIPT 77, 4; ; (SEG VIII 154)		2018-03-14 	
Θωμᾶς 	V6	Phoenicia	500-700	IMnBeyrouth 434, 1; 		2018-03-14 	
Θωμᾶς 	V6	Gerasa	531-531	IGerasa 306, 3; 		2018-03-14 	
Θωμᾶς 	V6	Gerasa	byzantine	IGerasa 354, 3; 		2018-03-14 	
Θωμᾶς 	V6	Iethira--	631-632	SEG L 1498, 9; ; (CBCMPIPT 99)		2018-03-14 	
Θωμᾶς 	test	Palmyra-Tadmur	byzantine	IGLS_XVII.1 106; 		2018-03-14 	
Θωμᾶς 	test	Amman-Philadelphia	551-600	IGLS_XXI_2 7; SEG XXXVIII 1660, 3		2018-03-14 	
Θωμᾶς 	test	Nebo	535-536	IGLS_XXI_2 102, 4; (SEG XLVIII 1919)		2018-03-20 	
Θωμᾶς 	test	Madaba	500-600	IGLS_XXI_2 142; 		2018-03-14 	
Θωμᾶς 	V6	Kastron Zadakathon-Ṣadaqa	592-593	PPetra IV 42, 57, 74, [82], 86, 88; PPetra IV 43, 9, 16, 20, 30, [101], 120, 137, 152, 159, 166	child of Νικηφόρος	2018-03-14 	
Θωμᾶς 	V6	Kastron Zadakathon-Ṣadaqa	578-578	PPetra IV 39, [53], 146, 499, 501, 517	child of Βόηθος	2018-03-14 	
Θωμᾶς 	V6	Androna-Andarna	P5-6A	SEG XXXXIX 1613, 5	child of Οὐράνιος	2018-03-14 	
Θωμᾶς 	V6	Tyre	P6A	Schlumberger_Mél_Arch_Byz p. 237 no. 65		2018-03-14 	
Θωμᾶς 	V6	Bostra	559-559	IGLS_XIII_1 9135, 2; SEG XXXVII 1541, 2		2018-03-14 	
Θωμᾶς 	V6	Gerasa	559-559	SEG XXXVII 1543 F		2018-03-14 	
Θωμᾶς 	V6	Machairous	P2_3A	SEG XXXVIII 1589, 1		2018-03-14 	
Θωμᾶς 	V6	Nebo	PS6A	SEG XL 1532, 2; (SEG XLVIII 1919)		2018-03-20 	
Θωμᾶς 	V6	Nebo	PF6A	SEG XL 1535 bis; (SEG XLVIII 1919)		2018-03-20 	
Θωμᾶς 	V6	Kastron Mephaa-Umm al Rasas	byzantine	SEG XLII 1494		2018-03-14 	
Θωμᾶς 	V6	Lydda	P3-4A	SEG XLIV 1362	child of Ἰούδας	2018-03-14 	
Θωμᾶς 	V6	Salamias	557-558	SEG LX 1693, 3; SEG LX 1694, 1		2018-03-14 	
Θωμᾶς 	V6	Nahal Og	P5-6A	SEG XLV 1961, 2		2018-03-14 	
Θωμᾶς 	V6	Syria	byzantine	SEG XLVI 2246, 54	child of Μάξιμα	2018-03-15 	
Θωμᾶς 	V6	Emmatha	byzantine	SEG XLVII 1995, 2		2018-03-15 	
Θωμᾶς 	V6	Emmatha	byzantine	SEG XLVII 2020, 4		2018-03-16 	
Θωμᾶς 	V6	Khirbat al-Samrā	byzantine	SEG XLVIII 1942.37		2018-03-21 	
Θωμᾶς 	V6	Seleukeia	P6A	IGLS_III_2 1242.8 b, 1		2018-03-21 	
Θωμᾶς 	V6	Ḥaqlāʼ	byzantine	IGLS_II 268	child of Αβασαχρας	2018-03-26 	
Θωμᾶς 	V6	Riḥāb	529-529	SEG LI 2045, 2; &SEG LIII 1885; SEG LVI 2159	child of Γαϊανός	2018-03-30 	
Θωμᾶς 	V6	Khirbat al Quṣayr	PS5A	SEG LXII 1656; (Madden_Corpus 165)		2018-04-06 	
Θωμᾶς 	V6	‘Anāb al Kabīr	PF6A	SEG LXII 1660 B; (Madden_Corpus 12)		2018-04-06 	
Θωμᾶς 	V6	Khirbat Dārayyā	624-624	SEG LVII 1844; &SEG LXIII 1594	child of Ἀρσένιος	2018-04-10 	
Θωμασία 	V6	Hebron	P6A	SEG VIII 240, 4	spouse of Ωμαβις	2018-03-14 	
Θωμάσιος 	V6	Ioudaia-Palaistine	PS5A	Strothmann_Johannes_von_Apamea 1.2.1.1-1.2.4.1, 1.2.4.3		2018-03-14 	
Θωμη 	V6	Bostra	imperial	IGLS_XIII_1 9333, 1; 	child of Σαβῖνος	2018-03-14 	
Θωμος 	V6	Rehoboth	byzantine	SEG XXXVIII 1632		2018-03-14 	
Θωνονη 	V6	Zoara	401-450	IPalTertia_Ia 300; 		2018-03-14 	
Θωψη 	V6	Zorava	imperial	IGLS_XV_1 224; 		2018-03-14 	
Ιαβαθνανεα 	V6	Magdala--	243-243	PEuphr 5, 11; 		2018-03-14 	
Ιαβνηλος 	V6	Zorava	imperial	IGLS_XV_1 202; 	child of Αβγαρος	2018-03-14 	
Ιαβρουδος 	V6	Doura-Europos	imperial	PDura 47 ii 6		2018-03-14 	
Ιαβσυμσος 	V6	Doura-Europos	175-175	TEAD 7/8 p. 169 no. 873, 3	child of Ζαβιδαδος	2018-03-14 	
Ιαβσυμσος 	V6	Doura-Europos	PM1A	SEG VII 443c, d	child of Αβδααθης	2018-03-14 	
Ιαδ 	V6	Arabia	600-641	PLRE III (-)		2018-03-14 	
Ιαδαιος 	V6	Doura-Europos	204-204	PDura 98 xi 9; PDura 100 xvii 18; PDura 102 viii [1]	child of Θεμαρσας	2018-03-14 	
Ιαδαιος 	V6	Doura-Europos	193-193	PDura 100 xxi 10	child of Ιεραιος	2018-03-14 	
Ιαδαιος 	V6	Doura-Europos	P2A	SEG VII 457, 9		2018-03-14 	
Ιαδαιος 	V6	Doura-Europos	201-201	PDura 100 xxxvii 5; PDura 101 xxxvii 7; PDura 103 b 5		2018-03-14 	
Ιαδαιος 	V6	Doura-Europos	201-201	PDura 100 xxxix 22; PDura 101 xxxix 25		2018-03-14 	
Ιαδας 	V6	Jabal al-Lawz	imperial	Atlal 9 (1985) p. 143 + pl. 122		2018-03-14 	
Ιαδδαιος 	V6	Palmyra-Tadmur	25-75	IGLS_XVII.1 513; 	child of Θαιμεις	2018-03-14 	
Ιαδδαιος 	test	Palmyra-Tadmur	193-211	IGLS_XVII.1 87; IGLS_XVII.1 88	child of Θαιμαρσας	2018-03-14 	
Ιαδδαιος 	test	Palmyra-Tadmur	75-125	IGLS_XVII.1 249; IGLS_XVII.1 313; IGLS_XVII.1 437		2018-03-14 	
Ιαδδαιος 	test	Palmyra-Tadmur	157-157	IGLS_XVII.1 249; 	child of Ζαβδιλας	2018-03-14 	
Ιαδδαιος 	V6	Doura-Europos	226-226	PDura 105 b i 11		2018-03-14 	
Ιαδδαιος 	V6	Doura-Europos	213-213	PDura 100 xxix 4	child of Αιθιβηλος	2018-03-14 	
Ιαδδας 	V6	Doura-Europos	imperial	SEG VII 757		2018-03-14 	
Ιαδης 	V6	Besara-Beth She‘arim	200-400	IBeth_Shearim 114; 		2018-03-14 	
Ιαδης 	V6	Besara-Beth She‘arim	200-400	IBeth_Shearim 124; 	other relative of Ιωση	2018-03-14 	
Ιαδης 	test	Palmyra-Tadmur	264-267	IGLS_XVII.1 68; 	child of Ἀλέξανδρος	2018-03-14 	
Ιαδης 	test	Palmyra-Tadmur	179-179	IGLS_XVII.1 116; Notables p. 277	child of Σοραιχος	2018-03-14 	
Ιαδιβηλος 	V6	Doura-Europos	214-214	PDura 98 i 34	child of Αμμαιος	2018-03-14 	
Ιαδιβηλος 	V6	Doura-Europos	201-201	PDura 98 i 6; PDura 100 i 20; PDura 101 vii 2	child of Ζεβιδας	2018-03-14 	
Ιαδιβηλος 	V6	Doura-Europos	203-204	PDura 100 iv-v a-c 8		2018-03-14 	
